"success","screen","group","trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","webcam","microphone","vsync_rate","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","correct","type","illusion_strength","illusion_difference","block_number","trial_number"
"true","fullscreen","psychedelic_society","fullscreen","0","3248","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","browser_info","","browser-check","1","3277","0.0-1.0","2530","1175","true","chrome","122.0.0","false","Mac OS","true","true","true","60","22/03/2024","15:47:52","1175","2530","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consent","","html-button-response","2","4958","0.0-2.0","","","","","","","","","","","","","","","","","","","","","1679","<img src='https://u-paris.fr/wp-content/uploads/2022/03/Universite_Paris-Cite-logo.jpeg' width='300px' align='right'/><br><br><br><br><br><h1>Consentement éclairé</h1><p align='left'>Dans cette étude, vous allez devoir compléter deux tâches sous forme de jeux pour mesurer (i) <b>vos capacités d'associations</b> et (ii) votre <b>sensibilité aux illusions visuelles</b>.</p><p align='left'>Vous aurez aussi à compléter trois questionnaires à propos de (i) <b>votre fonctionnement psychologique</b> et (ii) votre <b>dernière expérience avec une substance psychédélique classique</b>.</p><p align='left'>L'étude dure environ 40 minutes au total. Nous vous demandons de veiller à bien rester concentré et à fournir des réponses authentiques.</p><p align='left'>Votre participation à cette recherche est confidentielle. <b>Vos réponses seront totalement anonymisées</b>, et votre adresse IP ni aucune autres informations identifiantes ne sont collectées.</p><p align='left'>Vos données sont essentielles pour nous. Elles contribuent aux avancées scientifiques sur les thérapies-assistées par psychédéliques. <b>En participant, vous acceptez de suivre les instructions et de fournir des réponses honnêtes.</b> Si vous ne souhaitez pas participer à cette étude, vous pouvez simplement fermer votre navigateur.</p><p align='left'>Vous avez également le droit de vous retirer de l'étude à n'importe quel moment, pour cela, vous pouvez simplement fermer votre navigateur web.</p><p align='left'><br><sub><sup>Si vous avez des questions sur le projets, veuillez contacter Baptiste Fauvel (baptiste.fauvel@u-paris.fr). Cette étude a été expertisée et validée par le comité d'éthique de l'université de Paris.</sup></sub></p>","0","","","","","","","","","","","","","","","","","","","",""
"","demographics_1","","survey-multi-choice","3","9301","0.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","4342","","{""sex"":""Femme"",""student"":"""",""education"":"""",""language"":""""}","[0,1,2,3]","","","","","","","","","","","","","","","","","","",""
"","demographics_2","","survey-text","4","15634","0.0-3.0-1.0","","","","","","","","","","","","","","","","","","","","","6330","","{""age"":""22""}","","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","5","18694","0.0-4.0","","","","","","","","","","","","","","","","","","","","","3059","<p style=""font-size:18px; color:black;"">Avez-vous <b>déjà</b> été diagnostiqué pour une des pathologies suivantes ?</p>","1","","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","6","20483","0.0-6.0","","","","","","","","","","","","","","","","","","","","","1788","<p style=""font-size:18px; color:black;"">Etes-vous <b>en ce moment</b> diagnostiqué pour une des pathologies suivantes?</p>","1","","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","7","23272","0.0-8.0","","","","","","","","","","","","","","","","","","","","","2789","<p style=""font-size:18px; color:black;"">Méditez-vous régulièrement? E.g. au moins une fois par semaine</p>","1","","","","","","","","","","","","","","","","","","","",""
"","","","survey-multi-choice","8","25771","0.0-10.0-0.0","","","","","","","","","","","","","","","","","","","","","2497","","{""psych_freq"":""Entre 2 et 5 fois""}","[0]","","","","","","","","","","","","","","","","","","",""
"","","","html-button-response","9","27075","0.0-10.0-1.0","","","","","","","","","","","","","","","","","","","","","1302","<p style=""font-size:18px; color:black;"">Avez-vous consommé une substance psychédélique classique (e.g., LSD, champignons à psilocybe, ayahuasca) au cours du derniers mois ?</p>","1","","","","","","","","","","","","","","","","","","","",""
"","","","survey-text","10","30732","0.0-10.0-2.0","","","","","","","","","","","","","","","","","","","","","3655","","{""Q0"":""22""}","","","","","","","","","","","","","","","","","","","",""
"","","","survey-multi-choice","11","51949","0.0-10.0-3.0","","","","","","","","","","","","","","","","","","","","","21216","","{""intention"":""Curiosité"",""substance"":""Psilocybine/champignons/truffes"",""dose"":""Très faible""}","[0,1,2]","","","","","","","","","","","","","","","","","","",""
"","","","survey-multi-choice","12","60567","0.0-10.0-4.0","","","","","","","","","","","","","","","","","","","","","8615","","{""cannabis"":""Incertain"",""Alcool"":""Non"",""stimulants"":""Incertain"",""MDMA"":""Non"",""Opiacés"":""Oui"",""Dissociatifs"":""Oui""}","[0,1,2,3,4,5]","","","","","","","","","","","","","","","","","","",""
"","IG_instructions","","html-button-response","13","61579","0.0-11.0-0.0","","","","","","","","","","","","","","","","","","","","","1010","<h1>Le jeux d'illusions</h1><p>Dans ce jeu de rapidité et de réflexe, vous allez devoir faire des <b>jugements visuels</b> (par exemple, quel cercle est le plus grand, ou quelle ligne est la plus longue), aussi rapidement et justement que possible, tout en <b>résistant à des illusions visuelles</b>.</p><p>Nous allons débuter avec quelques exemples de toutes les illusions que vous allez rencontrer dans le jeu.</p>","0","","","","","","","","","","","","","","","","","","","",""
"true","IG_Preload","","preload","14","67843","0.0-11.0-1.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","IG_Instructions","","html-keyboard-response","15","70749","0.0-11.0-1.0-1.0","","","","","","","","","","","","","","","","","","","","","2905","<p><b>Entraînement</b></p><p>Dans cette partie, deux cercles rouges vont apparaître côte à côte à l'écran.</p><p>Vous devez sélectionner quel <b>cercle rouge est plus grand</b> aussi rapidement que possible et sans faire d'erreurs.</p><p>Ne soyez pas distraits par les cercles noirs autour des cercles rouges!</p><p>Appuyez sur <b>la flèche GAUCHE ou DROITE</b> pour indiquer quel est le plus grand <b>cercle rouge</b>.</p><div style='float: center'><img src='https://realitybending.github.io/IllusionGame/v3//images/Ebbinghaus_Demo.png' height='200'></img><p><img src='https://realitybending.github.io/IllusionGame/v3//images/answer_leftright_keyboard.PNG' height='100'></img></p><p class='small'>Dans cet exemple, la réponse correcte est la <b>flèche GAUCHE</b>.</p></div><p>Êtes-vous prêt? <b>Appuyer sur la touche ENTRÉE pour démarrer</b></p>","enter","","","","","","","","","","","","","","","","","","","",""
"","IG_FixationCross","","html-keyboard-response","16","71880","0.0-11.0-1.0-2.0-0.0","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 21%; padding-top: 50%; padding-bottom: 4%"">+</p>","null","","","","","","628","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","17","72290","0.0-11.0-1.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","404","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.0000_1.40000.png","arrowleft","","","","","","","Ebbinghaus_-1.0000_1.40000.png","Practice","arrowleft","Ebbinghaus","-1.000000000","1.4000000000","71880","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 21%; padding-top: 50%; padding-bottom: 4%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","1"
"","IG_FixationCross","","html-keyboard-response","18","73072","0.0-11.0-1.0-2.0-0.1","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 38%; padding-right: 28%; padding-top: 34%; padding-bottom: 47%"">+</p>","null","","","","","","780","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","19","73572","0.0-11.0-1.0-2.0-1.1","","","","","","","","","","","","","","","","","","","","","499","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.1500_1.40000.png","arrowleft","","","","","","","Ebbinghaus_-0.1500_1.40000.png","Practice","arrowleft","Ebbinghaus","-0.150000000","1.4000000000","73072","<p style=""color: black; font-size: 80px; padding-left: 38%; padding-right: 28%; padding-top: 34%; padding-bottom: 47%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","2"
"","IG_FixationCross","","html-keyboard-response","20","74264","0.0-11.0-1.0-2.0-0.2","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 48%; padding-right: 45%; padding-top: 7%; padding-bottom: 10%"">+</p>","null","","","","","","690","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","21","74652","0.0-11.0-1.0-2.0-1.2","","","","","","","","","","","","","","","","","","","","","388","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.0000_-1.4000.png","arrowright","","","","","","","Ebbinghaus_-1.0000_-1.4000.png","Practice","arrowright","Ebbinghaus","-1.000000000","-1.400000000","74264","<p style=""color: black; font-size: 80px; padding-left: 48%; padding-right: 45%; padding-top: 7%; padding-bottom: 10%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","3"
"","IG_FixationCross","","html-keyboard-response","22","75584","0.0-11.0-1.0-2.0-0.3","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 5%; padding-right: 6%; padding-top: 16%; padding-bottom: 28%"">+</p>","null","","","","","","930","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","23","75946","0.0-11.0-1.0-2.0-1.3","","","","","","","","","","","","","","","","","","","","","361","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.00000_-1.4000.png","arrowright","","","","","","","Ebbinghaus_1.00000_-1.4000.png","Practice","arrowright","Ebbinghaus","1.0000000000","-1.400000000","75584","<p style=""color: black; font-size: 80px; padding-left: 5%; padding-right: 6%; padding-top: 16%; padding-bottom: 28%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","4"
"","IG_FixationCross","","html-keyboard-response","24","77039","0.0-11.0-1.0-2.0-0.4","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 6%; padding-top: 32%; padding-bottom: 41%"">+</p>","null","","","","","","1091","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","25","77509","0.0-11.0-1.0-2.0-1.4","","","","","","","","","","","","","","","","","","","","","470","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.1500_-1.4000.png","arrowright","","","","","","","Ebbinghaus_-0.1500_-1.4000.png","Practice","arrowright","Ebbinghaus","-0.150000000","-1.400000000","77039","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 6%; padding-top: 32%; padding-bottom: 41%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","5"
"","IG_FixationCross","","html-keyboard-response","26","78521","0.0-11.0-1.0-2.0-0.5","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 36%; padding-right: 25%; padding-top: 36%; padding-bottom: 26%"">+</p>","null","","","","","","1009","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","27","78882","0.0-11.0-1.0-2.0-1.5","","","","","","","","","","","","","","","","","","","","","360","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.15000_1.40000.png","arrowleft","","","","","","","Ebbinghaus_0.15000_1.40000.png","Practice","arrowleft","Ebbinghaus","0.1500000000","1.4000000000","78521","<p style=""color: black; font-size: 80px; padding-left: 36%; padding-right: 25%; padding-top: 36%; padding-bottom: 26%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","6"
"","IG_FixationCross","","html-keyboard-response","28","79627","0.0-11.0-1.0-2.0-0.6","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 3%; padding-right: 16%; padding-top: 43%; padding-bottom: 15%"">+</p>","null","","","","","","743","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","29","80030","0.0-11.0-1.0-2.0-1.6","","","","","","","","","","","","","","","","","","","","","402","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.00000_1.40000.png","arrowleft","","","","","","","Ebbinghaus_1.00000_1.40000.png","Practice","arrowleft","Ebbinghaus","1.0000000000","1.4000000000","79627","<p style=""color: black; font-size: 80px; padding-left: 3%; padding-right: 16%; padding-top: 43%; padding-bottom: 15%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","7"
"","IG_FixationCross","","html-keyboard-response","30","80960","0.0-11.0-1.0-2.0-0.7","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 32%; padding-top: 33%; padding-bottom: 15%"">+</p>","null","","","","","","929","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","31","81301","0.0-11.0-1.0-2.0-1.7","","","","","","","","","","","","","","","","","","","","","341","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.15000_-1.4000.png","arrowright","","","","","","","Ebbinghaus_0.15000_-1.4000.png","Practice","arrowright","Ebbinghaus","0.1500000000","-1.400000000","80960","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 32%; padding-top: 33%; padding-bottom: 15%"">+</p>","true","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","8"
"","IG_PracticeResults","","html-button-response","32","83595","0.0-11.0-1.0-3.0","","","","","","","","","","","","","","","","","","","","","2293","<p style='color:rgb(76,175,80);'>Réponses correctes:<b>100.00%</b></p><hr><p style='color:rgb(139, 195, 74);'>Temps de réaction:<b>403.13</b> ms.</p>","0","","","","","","","","","","","","","","","","","","","",""
"true","IG_Preload","","preload","33","84256","0.0-11.0-2.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","IG_Instructions","","html-keyboard-response","34","84642","0.0-11.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","386","<p><b>Entraînement</b></p><p>Dans cette partie, deux lignes horizontales rouges vont apparaître l'une au dessus de l'autre.</p><p>Vous devez sélectionner quelle <b>ligne est la plus longue</b> aussi rapidement que vous pouvez sans faire d'erreurs.</p><p>Ne soyez pas distrait par les croix noires à la fin des lignes rouges!</p><p>Appuyez sur <b>la flèche HAUT ou BAS</b> pour indiquer où est la plus longue <b>ligne rouge</b>.</p><div style='float: center'><img src='https://realitybending.github.io/IllusionGame/v3//images/MullerLyer_Demo.png' height='200'></img><p><img src='https://realitybending.github.io/IllusionGame/v3//images/answer_updown_keyboard.PNG' height='100'></img></p><p class='small'Dans cet exemple, la réponse correcte est la <b>flèche HAUT</b>.</p></div><p>Êtes-vous prêt? <b>Appuyer sur la touche ENTRÉE pour démarrer</b></p>","enter","","","","","","","","","","","","","","","","","","","",""
"","IG_FixationCross","","html-keyboard-response","35","86136","0.0-11.0-2.0-2.0-0.0","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 37%; padding-right: 48%; padding-top: 43%; padding-bottom: 26%"">+</p>","null","","","","","","991","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","36","86645","0.0-11.0-2.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","507","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_3.00000_0.70000.png","arrowup","","","","","","","MullerLyer_3.00000_0.70000.png","Practice","arrowup","MullerLyer","3.0000000000","0.7000000000","86136","<p style=""color: black; font-size: 80px; padding-left: 37%; padding-right: 48%; padding-top: 43%; padding-bottom: 26%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","9"
"","IG_FixationCross","","html-keyboard-response","37","87678","0.0-11.0-2.0-2.0-0.1","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 39%; padding-top: 44%; padding-bottom: 43%"">+</p>","null","","","","","","1031","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","38","88073","0.0-11.0-2.0-2.0-1.1","","","","","","","","","","","","","","","","","","","","","395","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_3.00000_-0.7000.png","arrowdown","","","","","","","MullerLyer_3.00000_-0.7000.png","Practice","arrowdown","MullerLyer","3.0000000000","-0.700000000","87678","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 39%; padding-top: 44%; padding-bottom: 43%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","10"
"","IG_FixationCross","","html-keyboard-response","39","88954","0.0-11.0-2.0-2.0-0.2","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 45%; padding-right: 18%; padding-top: 21%; padding-bottom: 26%"">+</p>","null","","","","","","878","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","40","89457","0.0-11.0-2.0-2.0-1.2","","","","","","","","","","","","","","","","","","","","","503","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-23.000_-0.7000.png","arrowdown","","","","","","","MullerLyer_-23.000_-0.7000.png","Practice","arrowdown","MullerLyer","-23.00000000","-0.700000000","88954","<p style=""color: black; font-size: 80px; padding-left: 45%; padding-right: 18%; padding-top: 21%; padding-bottom: 26%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","11"
"","IG_FixationCross","","html-keyboard-response","41","90498","0.0-11.0-2.0-2.0-0.3","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 33%; padding-top: 18%; padding-bottom: 44%"">+</p>","null","","","","","","1039","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","42","90909","0.0-11.0-2.0-2.0-1.3","","","","","","","","","","","","","","","","","","","","","410","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_-0.7000.png","arrowdown","","","","","","","MullerLyer_-3.0000_-0.7000.png","Practice","arrowdown","MullerLyer","-3.000000000","-0.700000000","90498","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 33%; padding-top: 18%; padding-bottom: 44%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","12"
"","IG_FixationCross","","html-keyboard-response","43","91820","0.0-11.0-2.0-2.0-0.4","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 44%; padding-top: 32%; padding-bottom: 2%"">+</p>","null","","","","","","910","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","44","92294","0.0-11.0-2.0-2.0-1.4","","","","","","","","","","","","","","","","","","","","","473","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_23.0000_0.70000.png","arrowdown","","","","","","","MullerLyer_23.0000_0.70000.png","Practice","arrowup","MullerLyer","23.000000000","0.7000000000","91820","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 44%; padding-top: 32%; padding-bottom: 2%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","13"
"","IG_FixationCross","","html-keyboard-response","45","93211","0.0-11.0-2.0-2.0-0.5","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 22%; padding-top: 34%; padding-bottom: 42%"">+</p>","null","","","","","","915","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","46","93653","0.0-11.0-2.0-2.0-1.5","","","","","","","","","","","","","","","","","","","","","441","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_0.70000.png","arrowup","","","","","","","MullerLyer_-3.0000_0.70000.png","Practice","arrowup","MullerLyer","-3.000000000","0.7000000000","93211","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 22%; padding-top: 34%; padding-bottom: 42%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","14"
"","IG_FixationCross","","html-keyboard-response","47","94337","0.0-11.0-2.0-2.0-0.6","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 42%; padding-top: 28%; padding-bottom: 1%"">+</p>","null","","","","","","682","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","48","94778","0.0-11.0-2.0-2.0-1.6","","","","","","","","","","","","","","","","","","","","","441","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_23.0000_-0.7000.png","arrowdown","","","","","","","MullerLyer_23.0000_-0.7000.png","Practice","arrowdown","MullerLyer","23.000000000","-0.700000000","94337","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 42%; padding-top: 28%; padding-bottom: 1%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","15"
"","IG_FixationCross","","html-keyboard-response","49","95493","0.0-11.0-2.0-2.0-0.7","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 43%; padding-right: 7%; padding-top: 28%; padding-bottom: 10%"">+</p>","null","","","","","","713","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","50","96005","0.0-11.0-2.0-2.0-1.7","","","","","","","","","","","","","","","","","","","","","511","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-23.000_0.70000.png","arrowup","","","","","","","MullerLyer_-23.000_0.70000.png","Practice","arrowup","MullerLyer","-23.00000000","0.7000000000","95493","<p style=""color: black; font-size: 80px; padding-left: 43%; padding-right: 7%; padding-top: 28%; padding-bottom: 10%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","16"
"","IG_PracticeResults","","html-button-response","51","97692","0.0-11.0-2.0-3.0","","","","","","","","","","","","","","","","","","","","","1687","<p style='color:rgb(76,175,80);'>Réponses correctes:<b>87.50%</b></p><hr><p style='color:rgb(139, 195, 74);'>Temps de réaction:<b>460.13</b> ms.</p>","0","","","","","","","","","","","","","","","","","","","",""
"true","IG_Preload","","preload","52","98377","0.0-11.0-3.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","false","[]","[]","[]","","","","","","","","","","","","","","",""
"","IG_Instructions","","html-keyboard-response","53","99132","0.0-11.0-3.0-1.0","","","","","","","","","","","","","","","","","","","","","754","<p><b>Entraînement</b></p><p>Dans cette partie, deux lignes rouges vont apparaître côte à côte à l'écran.</p><p>Vous devez sélectionner <b>quelle est la plus longue</b>, peu importe leur orientation, aussi vite que vous pouvez et sans faire d'erreurs.</p><p>Ne soyez pas distrait par l'orientation des lignes!</p><p>Appuyez sur <b>la flèche GAUCHE ou DROITE</b> pour indiquer quelle <b>ligne est la plus longue</b>.</p><div style='float: center'><img src='https://realitybending.github.io/IllusionGame/v3//images/VerticalHorizontal_Demo.png' height='200'></img><p><img src='https://realitybending.github.io/IllusionGame/v3//images/answer_leftright_keyboard.PNG' height='100'></img></p><p class='small'>Dans cet exemple, la réponse correcte est la <b>flèche GAUCHE</b>.</p></div><p>Êtes-vous prêt? <b>Appuyer sur la touche ENTRÉE pour démarrer</b></p>","enter","","","","","","","","","","","","","","","","","","","",""
"","IG_FixationCross","","html-keyboard-response","54","100274","0.0-11.0-3.0-2.0-0.0","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 6%; padding-right: 36%; padding-top: 11%; padding-bottom: 47%"">+</p>","null","","","","","","638","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","55","100763","0.0-11.0-3.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","489","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_33.0000_-0.9000.png","arrowright","","","","","","","VerticalHorizontal_33.0000_-0.9000.png","Practice","arrowright","VerticalHorizontal","33.000000000","-0.900000000","100274","<p style=""color: black; font-size: 80px; padding-left: 6%; padding-right: 36%; padding-top: 11%; padding-bottom: 47%"">+</p>","true","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","17"
"","IG_FixationCross","","html-keyboard-response","56","101513","0.0-11.0-3.0-2.0-0.1","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 35%; padding-right: 14%; padding-top: 25%; padding-bottom: 17%"">+</p>","null","","","","","","748","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","57","101832","0.0-11.0-3.0-2.0-1.1","","","","","","","","","","","","","","","","","","","","","319","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_-33.000_-0.9000.png","arrowright","","","","","","","VerticalHorizontal_-33.000_-0.9000.png","Practice","arrowright","VerticalHorizontal","-33.00000000","-0.900000000","101513","<p style=""color: black; font-size: 80px; padding-left: 35%; padding-right: 14%; padding-top: 25%; padding-bottom: 17%"">+</p>","true","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","18"
"","IG_FixationCross","","html-keyboard-response","58","102740","0.0-11.0-3.0-2.0-0.2","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 46%; padding-right: 33%; padding-top: 14%; padding-bottom: 47%"">+</p>","null","","","","","","906","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","59","103115","0.0-11.0-3.0-2.0-1.2","","","","","","","","","","","","","","","","","","","","","374","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_33.0000_0.90000.png","arrowleft","","","","","","","VerticalHorizontal_33.0000_0.90000.png","Practice","arrowleft","VerticalHorizontal","33.000000000","0.9000000000","102740","<p style=""color: black; font-size: 80px; padding-left: 46%; padding-right: 33%; padding-top: 14%; padding-bottom: 47%"">+</p>","true","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","19"
"","IG_FixationCross","","html-keyboard-response","60","104112","0.0-11.0-3.0-2.0-0.3","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 2%; padding-right: 35%; padding-top: 29%; padding-bottom: 16%"">+</p>","null","","","","","","995","","","","","","","","","","","","","",""
